//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

0
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCDW   DW   DK   FE   MG   DL   SU   RF
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
70        5        0           257            0              72           71           *            70             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
70        5        0           257            0              72           71           *            69             3              311               400               *                 *                 *               *            *            0    0    0    1    1    0    1
70        5        0           257            0              72           71           *            70             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
71        5        0           257            2              *            *            *            71             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
72        5        0           257            1              *            *            *            72             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
73        6        0           257            0              75           74           *            *              *              401               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
73        6        0           257            0              75           74           *            73             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
74        6        0           257            2              *            *            *            74             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
75        6        0           257            1              *            *            *            75             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
76        6        0           257            0              78           77           *            75             3              401               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
76        6        0           257            0              78           77           *            76             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
77        6        0           257            2              *            *            *            77             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
78        6        0           257            1              *            *            *            78             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
79        6        0           257            0              81           80           *            78             3              401               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
79        6        0           257            0              81           80           *            79             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
80        6        0           257            2              *            *            *            80             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
81        6        0           257            1              *            *            *            81             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
end

4
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCDW   DW   DK   FE   MG   DL   SU   RF
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0         0        0           257            0              2            1            *            *              *              220               270               *                 *                 *               *            *            1    1    1    1    1    1    1
0         0        0           257            0              2            1            *            0              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
1         0        0           257            2              *            *            *            1              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
2         0        0           257            0              3            *            *            2              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
3         0        0           257            0              4            *            *            3              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
4         0        0           257            0              5            *            *            4              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
5         0        0           257            0              6            *            *            5              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
6         0        0           257            0              7            *            *            6              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
7         0        0           257            0              8            *            *            7              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
8         0        0           257            1              *            *            *            8              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
9         0        0           257            0              11           10           *            8              3              220               270               *                 *                 *               *            *            1    1    1    1    1    1    1
9         0        0           257            0              11           10           *            9              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
10        0        0           257            2              *            *            *            10             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
11        0        0           257            1              *            *            *            11             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
12        0        0           257            0              14           13           *            11             3              220               270               *                 *                 *               *            *            1    1    1    1    1    1    1
12        0        0           257            0              14           13           *            12             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
13        0        0           257            2              *            *            *            13             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
14        0        0           257            1              *            *            *            14             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
15        1        0           257            0              17           16           *            *              *              271               320               *                 *                 *               *            *            1    1    1    1    1    1    1
15        1        0           257            0              17           16           *            15             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
16        1        0           257            2              *            *            *            16             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
17        1        0           257            0              18           *            *            17             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
18        1        0           257            0              19           *            *            18             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
19        1        0           257            0              20           *            *            19             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
20        1        0           257            0              21           *            *            20             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
21        1        0           257            0              22           *            *            21             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
22        1        0           257            0              23           *            *            22             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
23        1        0           257            1              *            *            *            23             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
24        1        0           257            0              26           25           *            23             3              271               320               *                 *                 *               *            *            1    1    1    1    1    1    1
24        1        0           257            0              26           25           *            24             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
25        1        0           257            2              *            *            *            25             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
26        1        0           257            1              *            *            *            26             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
27        1        0           257            0              29           28           *            26             3              271               320               *                 *                 *               *            *            1    1    1    1    1    1    1
27        1        0           257            0              29           28           *            27             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
28        1        0           257            2              *            *            *            28             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
29        1        0           257            1              *            *            *            29             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
30        2        0           257            0              31           *            *            *              *              321               350               *                 *                 *               *            *            1    1    1    1    1    1    1
30        2        0           257            0              31           *            *            30             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
31        2        0           257            0              33           32           *            31             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
32        2        0           257            2              *            *            *            32             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
33        2        0           257            1              *            *            *            33             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
34        2        0           257            0              36           35           *            33             3              321               350               *                 *                 *               *            *            1    1    1    1    1    1    1
34        2        0           257            0              36           35           *            34             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
35        2        0           257            2              *            *            *            35             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
36        2        0           257            1              *            *            *            36             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
37        3        0           257            0              39           38           *            *              *              351               380               *                 *                 *               *            *            1    1    1    1    1    1    1
37        3        0           257            0              39           38           *            37             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
38        3        0           257            2              *            *            *            38             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
39        3        0           257            1              *            *            *            39             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
40        3        0           257            0              42           41           *            39             3              351               380               *                 *                 *               *            *            1    1    1    1    1    1    1
40        3        0           257            0              42           41           *            40             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
41        3        0           257            2              *            *            *            41             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
42        3        0           257            1              *            *            *            42             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
43        4        0           257            0              45           44           *            *              *              381               400               *                 *                 *               *            *            1    1    1    1    1    1    1
43        4        0           257            0              45           44           *            43             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
44        4        0           257            2              *            *            *            44             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
45        4        0           257            1              *            *            *            45             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
46        4        0           257            0              48           47           *            45             3              381               400               *                 *                 *               *            *            1    1    1    1    1    1    1
46        4        0           257            0              48           47           *            46             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
47        4        0           257            2              *            *            *            47             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
48        4        0           257            1              *            *            *            48             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
49        5        0           257            0              51           50           *            *              *              401               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
49        5        0           257            0              51           50           *            49             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
50        5        0           257            2              *            *            *            50             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
51        5        0           257            1              *            *            *            51             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
52        5        0           257            0              54           53           *            51             3              401               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
52        5        0           257            0              54           53           *            52             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
53        5        0           257            2              *            *            *            53             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
54        5        0           257            1              *            *            *            54             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
end

5
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCDW   DW   DK   FE   MG   DL   SU   RF
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0         0        0           257            0              1            *            *            *              *              240               270               *                 *                 *               *            *            1    1    1    0    0    1    0
0         0        0           257            0              1            *            *            0              0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
0         0        0           257            0              1            *            *            *              *              220               260               *                 *                 *               *            *            0    0    0    1    1    0    1
0         0        0           257            0              1            *            *            0              0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
1         0        0           257            0              2            *            *            1              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
2         0        0           257            0              4            3            *            2              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
3         0        0           257            2              *            *            *            3              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
4         0        0           257            1              *            *            *            4              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
5         0        0           257            0              7            6            *            4              3              240               270               *                 *                 *               *            *            1    1    1    0    0    1    0
5         0        0           257            0              7            6            *            5              0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
5         0        0           257            0              7            6            *            4              3              220               260               *                 *                 *               *            *            0    0    0    1    1    0    1
5         0        0           257            0              7            6            *            5              0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
6         0        0           257            2              *            *            *            6              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
7         0        0           257            1              *            *            *            7              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
8         1        0           257            0              10           9            *            *              *              300               320               *                 *                 *               *            *            1    1    1    0    0    1    0
8         1        0           257            0              10           9            *            8              0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
8         1        0           257            0              10           9            *            *              *              280               310               *                 *                 *               *            *            0    0    0    1    1    0    1
8         1        0           257            0              10           9            *            8              0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
9         1        0           257            2              *            *            *            9              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
10        1        0           257            1              *            *            *            10             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
11        1        0           257            0              13           12           *            10             3              300               320               *                 *                 *               *            *            1    1    1    0    0    1    0
11        1        0           257            0              13           12           *            11             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
11        1        0           257            0              13           12           *            10             3              280               310               *                 *                 *               *            *            0    0    0    1    1    0    1
11        1        0           257            0              13           12           *            11             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
12        0        0           257            2              *            *            *            12             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
13        1        0           257            1              *            *            *            13             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
14        2        0           257            0              16           15           *            *              *              331               350               *                 *                 *               *            *            1    1    1    0    0    1    0
14        2        0           257            0              16           15           *            14             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
14        2        0           257            0              16           15           *            *              *              331               350               *                 *                 *               *            *            0    0    0    1    1    0    1
14        2        0           257            0              16           15           *            14             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
15        2        0           257            2              *            *            *            15             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
16        2        0           257            1              *            *            *            16             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
17        2        0           257            0              19           18           *            16             3              331               350               *                 *                 *               *            *            1    1    1    0    0    1    0
17        2        0           257            0              19           18           *            17             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
17        2        0           257            0              19           18           *            16             3              331               350               *                 *                 *               *            *            0    0    0    1    1    0    1
17        2        0           257            0              19           18           *            17             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
18        2        0           257            2              *            *            *            18             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
19        2        0           257            1              *            *            *            19             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
20        3        0           257            0              22           21           *            *              *              351               380               *                 *                 *               *            *            1    1    1    0    0    1    0
20        3        0           257            0              22           21           *            20             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
20        3        0           257            0              22           21           *            *              *              351               380               *                 *                 *               *            *            0    0    0    1    1    0    1
20        3        0           257            0              22           21           *            20             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
21        3        0           257            2              *            *            *            21             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
22        3        0           257            1              *            *            *            22             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
23        3        0           257            0              25           24           *            22             3              351               380               *                 *                 *               *            *            1    1    1    0    0    1    0
23        3        0           257            0              25           24           *            23             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
23        3        0           257            0              25           24           *            22             3              351               380               *                 *                 *               *            *            0    0    0    1    1    0    1
23        3        0           257            0              25           24           *            23             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
24        3        0           257            2              *            *            *            24             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
25        3        0           257            1              *            *            *            25             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
26        4        0           257            0              28           27           *            *              *              381               399               *                 *                 *               *            *            1    1    1    0    0    1    0
26        4        0           257            0              28           27           *            26             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
26        4        0           257            0              28           27           *            *              *              381               399               *                 *                 *               *            *            0    0    0    1    1    0    1
26        4        0           257            0              28           27           *            26             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
27        4        0           257            2              *            *            *            27             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
28        4        0           257            1              *            *            *            28             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
29        4        0           257            0              31           30           *            28             3              381               399               *                 *                 *               *            *            1    1    1    0    0    1    0
29        4        0           257            0              31           30           *            29             0              *                 *                 *                 *                 *               *            *            1    1    1    0    0    1    0
29        4        0           257            0              31           30           *            28             3              381               399               *                 *                 *               *            *            0    0    0    1    1    0    1
29        4        0           257            0              31           30           *            29             0              *                 *                 *                 *                 *               *            *            0    0    0    1    1    0    1
30        4        0           257            2              *            *            *            30             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
31        4        0           257            1              *            *            *            31             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
32        5        0           257            0              34           33           *            *              *              400               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
32        5        0           257            0              34           33           *            32             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
33        5        0           257            2              *            *            *            33             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
34        5        0           257            1              *            *            *            34             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
35        5        0           257            0              37           36           *            34             3              400               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
35        5        0           257            0              37           36           *            35             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
36        5        0           257            2              *            *            *            36             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
37        5        0           257            1              *            *            *            37             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
end

6
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
